director,belongs_to_collection,budget,id,popularity,revenue,runtime,belongs_to_collection.id,averageRating,numVotes,ROI,movies
Otto Preminger,,2005000.0,1128.5,10.352,9025000.0,144.0,,7.5249999999999995,30545.25,3.9370710784313725,4
P.J. Hogan,,3000000.0,236.0,9.946,15119639.0,106.0,,7.2,35738.0,5.039879666666667,1
Pat O'Connor,,40000000.0,1921.0,11.896,65754228.0,119.0,,6.7,86216.0,1.6438557,1
Patty Jenkins,,8000000.0,504.0,12.001,60378584.0,110.0,,7.3,137347.0,7.547323,1
Paul Flaherty,,19000000.0,2778.0,8.7,7411659.0,89.0,,5.6,6804.0,0.3900873157894737,1
Paul Greengrass,,72500000.0,2502.5,24.0375,365662177.5,111.5,31562.0,7.85,521582.0,5.086364337142857,2
Paul Haggis,,6500000.0,1640.0,32.696,98410061.0,112.0,,7.7,420916.0,15.140009384615384,1
Paul McGuigan,,27000000.0,186.0,20.204,56308881.0,110.0,,7.7,300276.0,2.0855141111111113,1
Paul Michael Glaser,,27000000.0,865.0,16.194,38122105.0,101.0,,6.7,142008.0,1.4119298148148147,1
Paul Schrader,,4800000.0,2768.0,9.422,22743674.0,117.0,,6.3,21869.0,4.738265416666667,1
Paul Thomas Anderson,,26000000.0,2664.5,13.4875,45776698.5,172.5,,7.95,266096.5,2.0914738945945945,2
Paul Verhoeven,,73000000.0,608.6666666666666,26.10366666666667,245153174.0,123.0,48429.0,7.233333333333333,251584.0,4.125764917983604,3
Paul W.S. Anderson,,51500000.0,985.5,24.723,140205976.0,100.5,66508.5,6.15,217261.0,2.827713054112554,2
Pedro Almodóvar,,6718040.75,1165.25,11.975249999999999,50225245.75,104.0,,7.6,69326.0,8.28716777991477,4
Peggy Ahwesh,,30.0,4229.0,0.6,0.0,7.0,,5.5,50.0,0.0,1
Penny Marshall,,18000000.0,2280.0,16.808,151927281.0,104.0,,7.3,200596.0,8.4404045,1
Peter Berg,,70000000.0,4349.0,15.015,86658558.0,110.0,,7.0,118230.0,1.2379794,1
Peter Bogdanovich,,4000000.0,4703.5,3.5995,750000.0,104.5,,5.6,1107.0,0.125,2
Peter Chelsom,,50000000.0,4380.0,16.619,170128460.0,107.0,,6.1,43894.0,3.4025692,1
Peter Greenaway,,10000000.0,3098.0,4.858,20683.333333333332,119.66666666666667,3292.0,6.8,693.0,0.002068333333333333,3
Peter Hedges,,300000.0,1550.0,13.382,0.0,81.0,,7.0,20283.0,0.0,1
Peter Hyams,,28000000.0,4437.0,11.283,40400657.0,116.0,4438.0,6.8,49822.0,1.442880607142857,1
Peter Jackson,,80166666.66666667,400.6666666666667,48.659333333333336,580366658.3333334,159.66666666666666,119.0,8.066666666666666,894438.0,6.067536079799321,6
Peter Kassovitz,,45000000.0,2290.0,12.132,4956701.0,120.0,,6.6,15110.0,0.11014891111111111,1
Peter MacDonald,,41500000.0,2441.5,24.8305,94507805.5,100.0,5039.0,5.65,72611.0,1.500123896825397,2
Peter Medak,,11500000.0,2088.0,13.329,3275585.0,100.0,,6.6,13148.0,0.2848334782608696,1
Peter R. Hunt,,6500000.0,668.0,14.985,81974493.0,142.0,645.0,6.7,82127.0,12.611460461538462,1
Peter Segal,,75000000.0,1824.0,22.318,196482882.0,99.0,,6.8,328947.0,2.61977176,1
Peter Thorwarth,,2888030.0,344.0,6.287,0.0,110.0,703277.0,7.6,9703.0,0.0,1
Peter Webber,,50000000.0,1248.0,5.261,82169884.0,121.0,9743.0,6.2,104340.0,1.64339768,1
Peter Weir,,16400000.0,207.0,25.256,235860116.0,128.0,,8.1,429972.0,14.381714390243902,1
Peter Yates,,16250000.0,882.5,15.033000000000001,29410166.5,115.0,,6.75,45985.0,4.151449835016836,2
Peyton Reed,,28000000.0,1588.0,16.862,90449929.0,98.0,430186.0,6.0,88082.0,3.230354607142857,1
Phil Alden Robinson,,68000000.0,4614.0,15.942,193921372.0,124.0,,6.4,105069.0,2.8517848823529413,1
Phil Morrison,,1000000.0,1444.0,14.054,0.0,106.0,,6.9,22208.0,0.0,1
Phillip Noyce,,27000000.0,995.0,11.367,61005118.0,104.5,,5.9,19632.0,1.6576870000000001,2
Pitof,,100000000.0,314.0,34.868,82102379.0,104.0,,3.4,111548.0,0.82102379,1
Predrag Antonijevic,,10000000.0,2042.0,8.727,0.0,103.0,,7.3,10390.0,0.0,1
Quentin Tarantino,,17700000.0,628.6666666666666,36.115,103329686.5,127.83333333333333,2883.0,7.966666666666668,841488.3333333334,7.461976847777778,6
Rachid Bouchareb,,14500000.0,2016.0,9.291,22963701.0,128.0,,7.0,14025.0,1.5837035172413794,1
Rafael Marziano Tinoco,,83000.0,3884.0,1.4655,0.0,30.5,,8.4,19.0,0.0,2
Rainer Werner Fassbinder,,130000.0,216.0,7.054,0.0,93.0,,8.1,19147.0,0.0,1
Ralph Bakshi,,4000000.0,123.0,18.116,30471420.0,132.0,,6.2,29796.0,7.617855,1
Rand Ravich,,75000000.0,2900.0,11.162,19598588.0,109.0,,5.4,53175.0,0.26131450666666667,1
Randal Kleiser,,6000000.0,621.0,25.775,181813770.0,110.0,86083.0,7.2,243794.0,30.302295,1
Renny Harlin,,84000000.0,1490.5,21.5805,125024208.0,124.0,1570.0,6.45,182985.5,1.7656166,2
Reza Bagher,,2224000.0,442.0,3.091,28000000.0,105.0,,6.5,5069.0,12.589928057553957,1
Richard Attenborough,,22000000.0,783.0,17.311,77737889.0,191.0,,8.0,218516.0,3.533540409090909,1
Richard Benjamin,,31000000.0,4587.0,10.928,35419397.0,110.0,,6.7,28875.0,1.142561193548387,1
Richard Brooks,,3000000.0,261.0,7.627,17570324.0,108.0,,8.0,45427.0,5.8567746666666665,1
Richard Curtis,,40000000.0,508.0,20.49,244931766.0,135.0,793484.0,7.6,438801.0,6.12329415,1
Richard Donner,,43475000.0,1152.625,23.496624999999998,175059370.25,118.25,3872.6666666666665,7.075,143860.75,7.2114259812716455,8
Richard Eyre,,15000000.0,1259.0,9.934,49469904.0,92.0,,7.4,74878.0,3.2979936,1
Richard Fleischer,,5057500.0,1167.0,11.0025,20100000.0,113.5,,7.0,23405.0,3.9930205278592377,2
Richard Friedman,,2500000.0,4368.0,10.698,0.0,94.0,,2.7,1557.0,0.0,1
Richard Kelly,,11500000.0,2432.0,18.931,3676918.0,129.0,178106.0,6.7,390516.0,0.5926129362745098,2
Richard LaGravenese,,21000000.0,1646.0,28.864,43095175.0,123.0,,7.6,70813.0,2.0521511904761907,1
Richard Lester,,560000.0,704.0,10.292,12299668.0,88.0,,7.6,40571.0,21.963692857142856,1
Richard Linklater,,12225000.0,1312.25,16.386499999999998,40117721.75,97.75,123800.0,7.6,222786.75,3.192186121392082,4
Richard Marquand,,32350000.0,1892.0,24.308,572700000.0,135.0,10.0,8.3,956373.0,17.7032457496136,1
Richard Rush,,40000000.0,2124.0,18.928,19726050.0,121.0,,5.2,22784.0,0.49315125,1
Ridley Scott,,60700000.0,1941.5,23.745199999999997,149799459.9,136.9,215464.0,7.44,416054.3,3.0143730752366587,10
Rob Bowman,,66000000.0,846.0,17.534,189198313.0,121.0,19387.0,7.1,101485.0,2.866641106060606,1
Rob Cohen,,145000000.0,1735.0,21.868,403449830.0,112.0,1733.0,5.2,151573.0,2.782412620689655,1
Rob Marshall,,170000000.0,1781.0,33.07966666666667,504911165.3333333,132.0,295.0,7.066666666666667,279804.3333333333,3.825959955612889,3
Rob Minkoff,,55000000.0,1729.0,26.458,127906624.0,104.0,,6.6,101631.0,2.325574981818182,1
Rob Reiner,,28333333.333333332,1458.0,16.650000000000002,94903872.83333333,104.33333333333333,,7.45,239375.66666666666,4.1135966574404765,6
Rob Zombie,,9666666.666666666,2146.6666666666665,21.554333333333332,39149946.666666664,101.66666666666667,112486.33333333333,6.333333333333333,93938.33333333333,3.554655034920635,3
Robby Henson,,6000000.0,2091.0,7.448,0.0,99.0,,6.1,3170.0,0.0,1
Robert Aldrich,,4150000.0,3319.5,12.008,44154037.5,135.5,124492.0,7.4,42355.0,11.60962978927203,2
Robert Altman,,5600000.0,2301.25,13.32025,23464915.75,130.25,,6.975,33172.75,6.157946193366437,4
Robert De Niro,,47500000.0,1427.0,17.259999999999998,58777381.5,144.0,,7.25,113889.5,1.454199988235294,2
Robert Duvall,,5000000.0,2895.0,12.173,19868354.0,134.0,,7.2,13490.0,3.9736708,1
Robert Gaffney,,60000.0,3166.0,3.954,0.0,79.0,,3.8,1176.0,0.0,1
Robert J. Flaherty,,53000.0,669.0,8.122,0.0,79.0,,7.6,11024.0,0.0,1
Robert Lee,,2000000.0,2072.0,5.904,0.0,99.0,,4.3,503.0,0.0,1
Robert Luketic,,43000000.0,4379.0,14.996,154749918.0,101.0,,5.6,56990.0,3.5988353023255812,1
Robert Markowitz,,15000000.0,2734.0,8.601,0.0,190.0,,7.1,1158.0,0.0,1
Robert Mulligan,,2000000.0,595.0,10.833,13129846.0,129.0,,8.2,295271.0,6.564923,1
Robert Redford,,46750000.0,2578.25,13.748000000000001,83249789.0,127.75,,6.675,48624.5,2.2585402897321427,4
Robert Rodriguez,,24000000.0,1091.5,18.8055,62011099.0,105.0,10286.5,6.800000000000001,221410.5,2.3727658094373867,2
Robert Rossen,,2000000.0,990.0,12.253,7600000.0,134.0,387219.0,8.0,75357.0,3.8,1
Robert Stevenson,,6000000.0,433.0,37.488,102272727.0,139.0,527439.0,7.8,158902.0,17.0454545,1
Robert Vincent O'Neil,,3000000.0,1803.0,7.696,0.0,89.0,161314.0,5.7,2783.0,0.0,1
Robert Wiene,,18000.0,234.0,12.243,8811.0,77.0,,8.1,57840.0,0.4895,1
Robert Wise,,18100000.0,490.0,15.218,69500000.0,112.0,151.0,7.050000000000001,79314.5,1.9857142857142858,2
Robert Zemeckis,,60500000.0,873.25,26.071125000000002,327888196.875,123.0,264.0,7.550000000000001,562922.625,7.388873850674936,8
Roberto Benigni,,20000000.0,637.0,34.889,230098753.0,116.0,,8.6,628702.0,11.50493765,1
Roberto Rossellini,,900000.0,4173.0,5.117,0.0,105.0,,7.3,6020.0,0.0,1
Rod Hardy,,4000000.0,4629.0,9.343,46474.0,105.0,,6.5,11678.0,0.0116185,1
Rod Lurie,,72000000.0,2100.0,16.801,27642707.0,131.0,,7.0,72712.0,0.38392648611111113,1
Roger Avary,,2750000.0,1158.0,12.0725,209480.5,103.5,,6.6,34624.5,0.13965366666666668,2
Roger Corman,,11500000.0,3072.0,7.969,334748.0,82.0,,5.5,3559.0,0.029108521739130436,1
Roger Donaldson,,35500000.0,2158.0,10.524999999999999,54902673.0,123.5,,6.85,77205.5,1.2721810226086956,2
Roger Kumble,,10500000.0,796.0,20.854,76347426.0,98.0,52789.0,6.8,180069.0,7.271183428571429,1
Roger Michell,,43500000.0,1023.0,14.0885,229412721.0,111.5,,6.8,172472.0,5.386861798412698,2
Roger Spottiswoode,,110000000.0,714.0,19.774,333011068.0,119.0,645.0,6.5,182240.0,3.0273733454545453,1
Roger Young,,20000000.0,2331.0,8.904,0.0,240.0,,6.0,2664.0,0.0,1
Roland Emmerich,,99000000.0,1230.8,34.7028,430509838.2,138.8,174296.5,6.62,312515.4,4.739904768197668,5
Roland Joffé,,14400000.0,625.0,11.573,34700291.0,142.0,,7.8,51918.0,2.4097424305555557,1
Roman Polanski,,22366666.666666668,998.1666666666666,19.679166666666664,47327267.833333336,131.5,311671.5,7.550000000000001,243044.33333333334,3.540913642462406,6
Ron Howard,,65375000.0,1564.75,16.278375,266761638.375,132.875,320348.0,7.175000000000001,258768.0,4.4621705427813225,8
Ron Shelton,,11000000.0,2599.0,13.216000000000001,30062735.0,113.0,,6.85,34277.5,3.9427728095238095,2
Ron Underwood,,27000000.0,1406.0,11.882,179033791.0,114.0,150156.0,6.8,48795.0,6.630881148148148,1
Ronald Neame,,5000000.0,551.0,11.162,84563118.0,117.0,372257.0,7.1,41184.0,16.9126236,1
Ronny Yu,,28.0,1613.0,14.706,14.0,93.0,,6.3,47741.0,0.5,1
Rouben Mamoulian,,535000.0,3019.0,10.106,1250000.0,98.0,,7.6,12649.0,2.336448598130841,1
Rowland V. Lee,,420000.0,3077.0,11.592,0.0,99.0,218406.0,7.1,9154.0,0.0,1
Roy William Neill,,1200000.0,3076.0,11.374,0.0,74.0,259027.0,6.5,7919.0,0.0,1
Rupert Wainwright,,18000000.0,791.0,16.043,46201432.0,100.0,,3.7,35159.0,2.566746222222222,1
Russ Meyer,,45000.0,315.0,7.248,0.0,84.0,,6.7,13860.0,0.0,1
Sajid Khan,,9400000.0,4157.0,4.728,2200000.0,150.0,,6.0,13392.0,0.23404255319148937,1
Sam Garbarski,,4500000.0,1922.0,6.556,0.0,103.0,,7.2,7158.0,0.0,1
Sam Mendes,,50500000.0,2083.5,18.80925,177542314.25,120.25,285564.0,7.575,424671.0,7.3830526205357145,4
Sam Peckinpah,,4222043.5,785.0,13.600000000000001,1945217.5,130.5,,7.7,67160.5,0.7901837531207161,2
Sam Raimi,,77743950.0,1025.125,30.198375,320647647.5,97.5,1258.0,7.0875,288530.375,12.760545626600265,8
Santiago Segura,,5473145.0,1285.0,12.863,19888231.0,91.0,2248.0,5.6,5511.0,3.6337847800487655,1
Santosh Sivan,,17000000.0,4435.0,6.856,19000000.0,155.0,,6.5,13308.0,1.1176470588235294,1
Scott Hicks,,28000000.0,3638.0,13.012,92601050.0,104.0,,6.3,71222.0,3.3071803571428573,1
Sean Ellis,,6700000.0,3511.0,9.811,0.0,93.0,,5.4,10400.0,0.0,1
Sean S. Cunningham,,550000.0,4488.0,36.483,59754601.0,95.0,9735.0,6.5,120708.0,108.6447290909091,1
Sergio Leone,,5400000.0,480.8,19.8562,13082497.0,157.4,,8.38,349136.8,23.953933293333332,5
Sharon Maguire,,25000000.0,634.0,21.212,281929795.0,97.0,8936.0,6.7,227718.0,11.2771918,1
Shawn Levy,,110000000.0,1593.0,23.123,574480841.0,108.0,85943.0,6.4,316492.0,5.2225531,1
Shekhar Kapur,,42500000.0,4517.5,13.3675,78194102.5,119.0,100286.0,7.1,80774.5,2.044064303030303,2
Sidney Lumet,,1075000.0,678.5,20.0675,23832928.0,111.0,,8.5,466720.0,14.391309206349206,2
Sijie Dai,,3910000.0,1899.0,5.985,0.0,95.0,,6.6,2272.0,0.0,1
Simon Wells,,80000000.0,2135.0,21.838,123729176.0,96.0,,6.0,118835.0,1.5466147,1
Simon West,,83333333.33333333,1990.3333333333333,18.930666666666667,216140475.33333334,110.66666666666667,2467.0,6.366666666666667,176749.66666666666,2.623550671884058,3
Simon Wincer,,21500000.0,2043.5,24.76,80566675.5,105.0,9328.0,6.1,44048.0,4.00409010326087,2
Sofia Coppola,,16666666.666666666,1161.0,18.146333333333335,63535857.666666664,107.33333333333333,,7.133333333333333,221820.33333333334,11.059239555555555,3
Spike Jonze,,16000000.0,1624.5,13.392,27832384.5,114.0,,7.7,246817.0,1.7425578400809716,2
Spike Lee,,20900000.0,1267.6,12.7894,65590325.2,143.6,631194.0,7.5,141471.0,3.681625494798534,5
Stacy Peralta,,2600000.0,291.0,7.195,3166000.0,105.0,,7.9,4368.0,1.2176923076923076,1
Stanley Donen,,4000000.0,4808.0,10.452,13475000.0,113.0,,7.9,69416.0,3.36875,1
Stanley Kramer,,3500000.0,1350.0,11.072500000000002,33333333.5,143.5,,8.0,55055.5,8.750000041666667,2
Stanley Kubrick,,14205000.0,817.0,21.69263636363636,40948491.90909091,137.27272727272728,267251.0,8.100000000000001,395118.36363636365,3.7421104126736635,11
Stefen Fangmeier,,100000000.0,2486.0,20.106,249288105.0,104.0,,5.1,122268.0,2.49288105,1
Stephen Daldry,,15000000.0,330.5,13.3635,75439046.5,112.0,,7.6,126228.0,11.7599829,2
Stephen Frears,,19666666.666666668,755.6666666666666,14.396,68393714.33333333,111.66666666666667,,7.466666666666666,112907.33333333333,4.090988344444445,3
Stephen Gaghan,,50000000.0,231.0,13.088,93974620.0,128.0,,6.9,126169.0,1.8794924,1
Stephen Herek,,11666666.666666666,2560.6666666666665,20.30933333333333,53307414.0,103.0,51319.5,6.8,62199.666666666664,5.0841844739130435,3
Stephen Hopkins,,44000000.0,1003.75,20.19025,67046934.5,111.75,399.0,5.95,68676.75,1.3703069441964286,4
Stephen J. Anderson,,150000000.0,1267.0,31.964,169332978.0,95.0,,6.8,88178.0,1.12888652,1
Stephen Sommers,,89000000.0,1149.0,33.9495,429583196.0,127.0,1733.0,6.7,347347.5,4.860921565306122,2
Steve Barron,,13500000.0,1498.0,18.265,201965915.0,93.0,1582.0,6.8,85812.0,14.960438148148148,1
Steve Bendelack,,25000000.0,1268.0,20.538,232225908.0,90.0,103372.0,6.4,116574.0,9.28903632,1
Steven Brill,,50000000.0,2022.0,15.608,171269535.0,96.0,,5.8,136959.0,3.4253907,1
Steven Lisberger,,17000000.0,97.0,16.468,33000000.0,96.0,63043.0,6.8,113847.0,1.9411764705882353,1
Steven Soderbergh,,51920000.0,1036.7,17.7763,170222429.9,117.0,304.0,6.94,182721.7,2.3957166431329773,10
Steven Spielberg,,57297500.0,488.6,25.777649999999994,412014843.0,135.15,479.7142857142857,7.62,517811.3,14.349566688556347,20
Steven Zaillian,,55000000.0,1717.0,10.445,9450897.0,125.0,,6.2,23727.0,0.17183449090909092,1
Stuart Baird,,57500000.0,1260.5,15.559000000000001,94641021.0,125.0,115570.0,6.4,62729.5,1.6697512712121214,2
Stuart Gillard,,21000000.0,1499.0,18.202,42273609.0,96.0,1582.0,4.8,31099.0,2.013029,1
Stuart Gordon,,900000.0,1694.0,10.087,2023414.0,86.0,98036.0,7.2,57058.0,2.248237777777778,1
Stuart Rosenberg,,6100000.0,1263.0,12.4205,26669740.5,126.0,,7.65,89576.0,4.5963441423611116,2
Sung-su Kim,,8000000.0,1436.0,7.485,0.0,155.0,,7.1,10680.0,0.0,1
Susanne Bier,,16000000.0,3877.0,10.555,2849142.0,113.0,,7.2,27737.0,0.178071375,1
Sydney Pollack,,55500000.0,392.5,10.7935,145722064.0,144.5,,6.800000000000001,85762.5,3.0909735913306453,2
Sylvain White,,13000000.0,1931.0,21.05,75511123.0,114.0,160727.0,5.5,21780.0,5.808547923076923,1
Sylvester Stallone,,19750000.0,1339.5,25.29325,202844252.0,102.75,1575.0,7.025,190671.25,11.058078489326375,4
Takashi Shimizu,,15000000.0,1972.5,31.134,111309220.5,97.0,1974.0,5.5,93258.0,10.152326075,2
Takeshi Kitano,,7250000.0,286.5,9.771999999999998,7625000.0,112.5,,7.3,34658.5,0.6354166666666666,2
Taylor Hackford,,34833333.333333336,2037.6666666666667,18.397333333333332,135823916.0,140.0,,7.3999999999999995,174524.66666666666,7.702533955263157,3
Ted Demme,,53000000.0,4133.0,23.773,83282296.0,124.0,,7.6,242006.0,1.5713640754716982,1
Ted Kotcheff,,15000000.0,1368.0,31.728,125212904.0,93.0,5039.0,7.7,227912.0,8.347526933333333,1
Ted Post,,2400000.0,3307.0,17.8965,12899859.0,104.5,1709.0,6.55,38849.5,5.055508555555555,2
Terence Fisher,,270000.0,3079.0,10.841,8000000.0,82.0,123720.0,7.1,9743.0,29.62962962962963,1
Terence Young,,2816666.6666666665,654.3333333333334,21.421000000000003,93231474.33333333,118.33333333333333,645.0,7.2,126703.66666666667,42.61938747448166,3
Terrence Malick,,450000.0,3133.0,11.531,0.0,94.0,,7.8,66589.0,0.0,1
Terry George,,17500000.0,205.0,32.123,38000000.0,121.0,,8.1,335926.0,2.1714285714285713,1
Terry Gilliam,,34900000.0,1325.6,14.624199999999998,65346698.4,129.2,,7.38,245399.4,1.8683705315442403,5
Terry Jones,,4000000.0,583.0,12.368,20045115.0,94.0,,8.1,369390.0,5.01127875,1
Terry Zwigoff,,7000000.0,1548.0,10.935,0.0,111.0,,7.3,113519.0,0.0,1
Theo van Gogh,,2.0,2922.0,0.6,0.0,119.0,,6.5,257.0,0.0,1
Thomas Vinterberg,,1300000.0,309.0,11.913,0.0,105.0,,8.0,78916.0,0.0,1
Tim Burton,,65800000.0,964.4,29.3291,209178528.8,114.6,120794.0,7.159999999999999,310120.2,3.5201449503492066,10
Tim Robbins,,11000000.0,687.0,10.372,39363635.0,122.0,,7.5,88977.0,3.5785122727272727,1
Tim Story,,130000000.0,1979.0,30.085,301913131.0,92.0,9744.0,5.6,251655.0,2.3224087,1
Timo Novotny,,42000.0,8.0,3.165,0.0,80.0,,8.1,273.0,0.0,1
Timur Bekmambetov,,7100000.0,2654.5,10.854,44599498.0,123.0,3106.0,6.45,42895.5,7.143327878571428,2
Tobe Hooper,,10700000.0,609.0,16.544,122200000.0,114.0,10453.0,7.3,145183.0,11.42056074766355,1
Toby Wilkins,,5000000.0,1977.0,25.709,38610009.0,90.0,1974.0,4.7,17538.0,7.7220018,1
Tod Browning,,310607.0,136.0,16.592,0.0,62.0,,7.9,42329.0,0.0,1
Tod Williams,,7500000.0,1944.0,14.51,6715067.0,111.0,,6.6,15166.0,0.8953422666666667,1
Todd Field,,13850000.0,1719.5,14.278500000000001,7410829.0,133.0,,7.45,71695.0,0.2850318846153846,2
Todd Haynes,,20000000.0,3902.0,12.818,4001121.0,135.0,,6.9,56649.0,0.20005605,1
Todd Holland,,6000000.0,183.0,9.331,14278900.0,100.0,,6.1,14231.0,2.3798166666666667,1
Tom McCarthy,,500000.0,2056.0,10.796,8679814.0,88.0,,7.6,67595.0,17.359628,1
Tom Shadyac,,78750000.0,1920.25,21.22125,266880221.25,92.25,84355.0,6.5,268484.0,5.2301778272817465,4
Tom Tykwer,,33843333.333333336,2163.3333333333335,19.058666666666667,66536433.0,115.33333333333333,,7.2,172155.33333333334,2.8656299451851854,3
Tony Gilroy,,25000000.0,4566.0,11.126,92991835.0,119.0,,7.2,156976.0,3.7196734,1
Tony Kaye,,20000000.0,73.0,28.204,23875127.0,119.0,,8.5,1040384.0,1.19375635,1
Tony Scott,,46100000.0,962.6,18.2474,194009496.2,113.2,308595.5,6.9,168119.6,7.872037849478261,5
Trey Parker,,32000000.0,3989.0,11.66,50907422.0,98.0,,7.2,159996.0,1.5908569375,1
Uli Edel,,30000000.0,2149.0,15.273,13273595.0,101.0,,4.5,14188.0,0.4424531666666667,1
Uwe Boll,,60000000.0,2312.0,17.67,0.0,127.0,122922.0,3.8,44539.0,0.0,1
Valeska Grisebach,,1000000.0,351.0,1.754,0.0,88.0,,6.5,596.0,0.0,1
Vincente Minnelli,,2215732.0,1839.0,8.666,6033000.0,113.0,,7.35,25976.5,3.0414612232145863,2
Vincenzo Natali,,350000.0,431.0,17.985,8969065.0,90.0,432.0,7.2,213816.0,25.6259,1
W.S. Van Dyke,,226408.0,3529.0,11.316,1423000.0,91.0,47814.0,8.0,26814.0,6.285113600226141,1
Walter Hill,,16000000.0,327.5,11.675,43053151.0,95.0,93295.0,6.550000000000001,39723.5,3.4671326833333334,2
Walter Salles,,2900000.0,666.0,10.938,5596708.0,113.0,,8.0,36669.0,1.9298993103448276,1
Werner Herzog,,92000.0,2000.0,14.272,0.0,93.0,,7.9,52735.0,0.0,1
Wes Anderson,,33000000.0,2479.5,13.025,29592777.0,105.5,,7.25,181544.5,1.10986999875,2
Wes Craven,,19950000.0,3269.0,27.15175,133187188.25,109.75,4096.75,6.65,195121.75,9.439327731448412,4
Willard Carroll,,20000000.0,825.0,12.094,3970078.0,121.0,,7.0,18673.0,0.1985039,1
William A. Wellman,,565000.0,980.0,9.053,0.0,76.0,,8.0,20975.0,0.0,1
William Friedkin,,1800000.0,1051.0,11.23,41158757.0,104.0,155474.0,7.7,110904.0,22.86597611111111,1
William Shatner,,30000000.0,172.0,13.321,70200000.0,107.0,151.0,5.5,56340.0,2.34,1
William Wyler,,4962500.0,1083.0,15.190500000000002,49912500.0,153.75,,7.9,104617.75,7.548809523809524,4
Wim Wenders,,5811741.0,1161.0,10.844249999999999,1348031.5,129.75,582828.0,7.15,46534.75,0.633268044905104,4
Wolfgang Becker,,4800000.0,338.0,12.064,79384880.0,121.0,,7.7,138555.0,16.538516666666666,1
Wolfgang Petersen,,98200000.0,1149.2,20.8026,220270467.4,127.8,,6.859999999999999,197831.0,2.6574211025183985,5
Woody Allen,,10750000.0,992.5,13.937249999999999,41457385.25,102.25,,7.4,145968.5,5.9201287874999995,4
Xavier Gens,,24000000.0,1620.0,27.24,99965753.0,89.0,737031.0,6.3,161328.0,4.165239708333333,1
Yash Chopra,,7000000.0,4251.0,9.245,29385320.0,192.0,,7.8,49345.0,4.197902857142857,1
Yimou Zhang,,38000000.0,786.5,17.5165,127981704.5,106.5,,7.45,108425.5,3.7341891494623654,2
Zach Braff,,2500000.0,401.0,14.899,26781723.0,102.0,,7.4,207051.0,10.7126892,1
Zack Snyder,,46500000.0,1097.5,33.2375,262483400.0,109.0,125570.0,7.449999999999999,485421.0,5.07864189478022,2
Émile Gaudreault,,4361898.0,321.0,7.071,3031801.0,92.0,,6.7,6350.0,0.6950646255368649,1
